NumeroInteraccion,TiempoReaccion,FueCorrecta,Timestamp
62,0,0000,False,2026-02-01 21:09:52
63,0,0000,False,2026-02-01 21:09:52
64,3,0017,False,2026-02-01 21:09:54
65,0,0000,False,2026-02-01 21:09:54
66,0,0000,False,2026-02-01 21:09:54
67,3,0014,False,2026-02-01 21:09:54
68,0,0000,False,2026-02-01 21:09:55
69,3,0013,False,2026-02-01 21:09:55
70,0,0000,False,2026-02-01 21:09:55
71,3,0013,False,2026-02-01 21:09:55
72,0,0000,False,2026-02-01 21:09:55
73,0,0000,False,2026-02-01 21:09:55
74,0,0000,False,2026-02-01 21:09:55
75,0,0000,False,2026-02-01 21:09:55
76,0,0000,False,2026-02-01 21:09:56
77,0,0000,False,2026-02-01 21:09:56
78,0,0000,False,2026-02-01 21:09:56
79,0,0000,False,2026-02-01 21:09:56
80,0,0000,False,2026-02-01 21:09:56
81,0,0000,False,2026-02-01 21:09:56
82,0,0000,False,2026-02-01 21:09:57
83,0,0000,False,2026-02-01 21:09:57
84,0,0000,False,2026-02-01 21:09:57
85,0,0000,False,2026-02-01 21:09:57
86,0,0000,False,2026-02-01 21:09:57
87,0,0000,True,2026-02-01 21:09:57
88,0,0000,False,2026-02-01 21:09:57
89,3,0006,False,2026-02-01 21:09:57
90,0,0000,False,2026-02-01 21:09:57
91,0,0000,False,2026-02-01 21:09:58
92,3,0005,False,2026-02-01 21:09:58
93,0,0000,False,2026-02-01 21:09:58
94,3,0005,False,2026-02-01 21:09:58
95,0,0000,False,2026-02-01 21:09:58
96,0,0000,True,2026-02-01 21:09:58
97,0,0000,False,2026-02-01 21:09:58
98,0,0000,True,2026-02-01 21:09:58
99,0,0000,False,2026-02-01 21:09:58
100,0,0000,False,2026-02-01 21:09:58
101,3,0004,False,2026-02-01 21:09:58
102,0,0000,False,2026-02-01 21:09:58
103,3,0004,False,2026-02-01 21:09:58
104,0,0000,False,2026-02-01 21:09:59
105,3,0004,False,2026-02-01 21:09:59
106,3,0004,False,2026-02-01 21:09:59
107,3,0004,False,2026-02-01 21:09:59
108,0,0000,False,2026-02-01 21:09:59
109,0,0000,True,2026-02-01 21:09:59
110,3,0003,False,2026-02-01 21:09:59
111,0,0000,False,2026-02-01 21:09:59
112,3,0003,False,2026-02-01 21:09:59
113,0,0000,False,2026-02-01 21:09:59
114,3,0003,False,2026-02-01 21:10:00
115,0,0000,False,2026-02-01 21:10:00
116,3,0003,False,2026-02-01 21:10:00
117,3,0003,False,2026-02-01 21:10:00
118,3,0003,False,2026-02-01 21:10:00
119,3,0003,False,2026-02-01 21:10:00
120,3,0002,False,2026-02-01 21:10:00
121,0,0000,False,2026-02-01 21:10:00
122,0,0000,True,2026-02-01 21:10:00
123,0,0000,False,2026-02-01 21:10:01
124,3,0002,False,2026-02-01 21:10:01
125,0,0000,True,2026-02-01 21:10:01
126,0,0000,False,2026-02-01 21:10:01
127,3,0002,False,2026-02-01 21:10:01
128,0,0000,True,2026-02-01 21:10:01
129,0,0000,False,2026-02-01 21:10:01
130,3,0002,False,2026-02-01 21:10:01
131,0,0000,False,2026-02-01 21:10:01
132,3,0002,False,2026-02-01 21:10:01
133,3,0002,False,2026-02-01 21:10:01
134,0,0000,False,2026-02-01 21:10:02
135,0,0000,True,2026-02-01 21:10:02
136,0,0000,False,2026-02-01 21:10:02
137,0,0000,False,2026-02-01 21:10:02
138,0,0000,True,2026-02-01 21:10:02
139,0,0000,False,2026-02-01 21:10:02
140,0,0000,False,2026-02-01 21:10:03
141,3,0001,False,2026-02-01 21:10:03
142,0,0000,False,2026-02-01 21:10:04
143,0,0000,True,2026-02-01 21:10:04
144,0,0000,False,2026-02-01 21:10:04
145,0,0000,False,2026-02-01 21:10:04
146,0,0000,False,2026-02-01 21:10:04
147,0,0000,True,2026-02-01 21:10:05
148,0,0000,False,2026-02-01 21:10:05
149,3,0001,False,2026-02-01 21:10:05
150,0,0000,True,2026-02-01 21:10:05
151,3,0001,False,2026-02-01 21:10:05
152,3,0000,False,2026-02-01 21:10:07
